,Run,Model,Groups,Adapter method,Subject / Task
826,"wmt_14:language_pair=ru-en,model=meta_llama-2-70b",meta/llama-2-70b,wmt_14,generation,-
827,"wmt_14:language_pair=ru-en,model=meta_llama-2-7b",meta/llama-2-7b,wmt_14,generation,-
828,"wmt_14:language_pair=ru-en,model=meta_llama-65b",meta/llama-65b,wmt_14,generation,-
829,"wmt_14:language_pair=ru-en,model=mistralai_mistral-7b-v0.1",mistralai/mistral-7b-v0.1,wmt_14,generation,-
830,"wmt_14:language_pair=ru-en,model=mistralai_mixtral-8x7b-32kseqlen",mistralai/mixtral-8x7b-32kseqlen,wmt_14,generation,-
831,"wmt_14:language_pair=ru-en,model=openai_gpt-3.5-turbo-0613",openai/gpt-3.5-turbo-0613,wmt_14,generation,-
832,"wmt_14:language_pair=ru-en,model=openai_gpt-4-0613",openai/gpt-4-0613,wmt_14,generation,-
833,"wmt_14:language_pair=ru-en,model=openai_gpt-4-1106-preview",openai/gpt-4-1106-preview,wmt_14,generation,-
834,"wmt_14:language_pair=ru-en,model=openai_text-davinci-002",openai/text-davinci-002,wmt_14,generation,-
835,"wmt_14:language_pair=ru-en,model=openai_text-davinci-003",openai/text-davinci-003,wmt_14,generation,-
836,"wmt_14:language_pair=ru-en,model=tiiuae_falcon-40b",tiiuae/falcon-40b,wmt_14,generation,-
837,"wmt_14:language_pair=ru-en,model=tiiuae_falcon-7b",tiiuae/falcon-7b,wmt_14,generation,-
838,"wmt_14:language_pair=ru-en,model=writer_palmyra-x-v2",writer/palmyra-x-v2,wmt_14,generation,-
839,"wmt_14:language_pair=ru-en,model=writer_palmyra-x-v3",writer/palmyra-x-v3,wmt_14,generation,-
