T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
🔶,rishiraj/meow,73.94,70.48,88.08,66.25,70.49,83.43,64.9,fine-tuned,Unknown,Original,bfloat16,False,?,10.73,0.0,True,d933dcd7cbb19916f4732ae7e3892a656a8c3d27,False,False
🟦,viethq188/LeoScorpius-7B-Chat-DPO,73.92,70.48,87.97,65.08,68.83,82.08,69.07,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,14.0,True,6e6e0a6e5c309acbe124a8055138ea5a4f2e56d1,True,False
🟦,fblgit/UNA-TheBeagle-7b-v1,73.87,73.04,88.0,63.48,69.85,82.16,66.72,RL-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-nd-4.0,7.24,14.0,True,72084679bda2e7679259e9c0fa2fdcd48ecb158c,False,False
🟦,mncai/mistral-7b-dpo-v5,73.87,72.01,87.57,63.85,66.86,82.24,70.66,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,8108f313d878ce848ceceeaf55ce8b3ecaaee792,True,False
🔶,Weyaxi/Nous-Hermes-2-SUS-Chat-2x34B,73.82,66.81,85.22,76.65,57.42,83.74,73.09,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,other,60.81,3.0,True,fd230896bc3a1cfabdf37f8d8389cd670ea72faa,True,False
🔶,flemmingmiguel/MarcMistral-7B,73.81,71.16,87.78,65.38,64.92,81.69,71.95,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,4571c6a5382eedacb74a51d1dfb0a6f378becc86,False,False
🔶,fblgit/LUNA-SOLARkrautLM-Instruct,73.79,71.16,88.28,66.11,73.37,82.95,60.88,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.73,8.0,True,3b6604be8133f311d0719acb95d1a3a1f62a7d67,True,False
🔶,fblgit/UNAversal-8x7B-v1beta,73.78,69.8,86.9,70.39,71.97,82.0,61.64,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,cc-by-nc-sa-4.0,46.7,7.0,True,db160d4bc5bd9f2e66a764aeb44dcd18fb8afa6d,True,True
🔶,sophosympatheia/Aurora-Nights-70B-v1.0,73.77,71.33,88.33,70.47,62.81,83.35,66.34,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,68.98,7.0,True,e4b4ee3d952b1e8360a82d2b3506fd5b4ab68df9,True,False
🔶,NousResearch/Nous-Hermes-2-Yi-34B,73.74,66.89,85.49,76.7,60.37,82.95,70.05,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,34.39,141.0,True,deb99d98742ec9691ef593418bea71a4437745a1,False,False
🟦,decruz07/kellemar-DPO-Orca-Distilled-7B-SLERP,73.71,70.48,87.56,65.33,64.97,81.93,72.02,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,efb6caff9804383600563a658ba18720ec3b2d11,False,False
🔶,Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Linear,73.69,66.38,84.94,76.82,59.19,82.79,72.02,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,other,34.39,1.0,True,91673157803a869009e04e588c15914f132fb46b,False,False
🟦,GreenNode/GreenNodeLM-7B-v1olet,73.68,72.61,87.7,63.51,69.07,82.32,66.87,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.0,0.0,False,4f0d53e65814390b8a260dd23fe5a30ced239176,True,False
🟦,v1olet/v1olet_merged_dpo_7B_v3,73.68,72.61,87.7,63.51,69.07,82.32,66.87,RL-tuned,Unknown,Original,float16,False,?,7.0,0.0,True,63b69bf2588f3b108d3427389d3c707f6b50d2ba,True,False
🔶,flemmingmiguel/NeuDist-Ro-7B,73.64,71.25,87.48,65.13,64.93,82.08,70.96,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,1.0,True,c48a29d5543deb8ab9afb4dec0eb0c1a47f2c222,False,False
🟦,argilla/distilabeled-Marcoro14-7B-slerp,73.63,70.73,87.47,65.22,65.1,82.08,71.19,RL-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,6.0,True,baa14c82695e595b5d39f35068898feb6fdceb34,False,False
🟢,Qwen/Qwen-72B,73.6,65.19,85.94,77.37,60.19,82.48,70.43,pretrained,QWenLMHeadModel,Original,bfloat16,False,other,72.29,253.0,True,f62c59844a8de3c27cf22735218d77e9fa9f6b17,False,False
🔶,rombodawg/Open_Gpt4_8x7B_v0.2,73.59,68.69,86.16,72.07,71.92,83.58,59.14,fine-tuned,MixtralForCausalLM,Original,float16,True,cc-by-4.0,46.7,6.0,True,3aba335d2131a014494a9df7c8a3d0783f50bad8,False,True
🟦,CultriX/MistralTrix-SLERP,73.58,70.82,87.54,64.98,65.35,81.69,71.11,RL-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,False,ebc368fef4f5f6d3bef7d7839e58afd1c4dd3bfc,False,False
🟦,mlabonne/NeuralMarcoro14-7B,73.57,71.42,87.59,64.84,65.64,81.22,70.74,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,26.0,True,df267682dbafe08a877602e6588bf461b6607d74,False,False
🔶,abideen/NexoNimbus-7B,73.5,70.82,87.86,64.69,62.43,84.85,70.36,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,2.0,True,12f194df2152bd4b9431b25e06fff9e47713d03d,False,False
🟦,Neuronovo/neuronovo-7B-v0.2,73.44,73.04,88.32,65.15,71.02,80.66,62.47,RL-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,8.99,0.0,False,72b49b8390caf1413a4bc33a759c147525510482,False,False
🟢,cloudyu/Mixtral_7Bx2_MoE,73.43,71.25,87.45,64.98,67.23,81.22,68.46,pretrained,MixtralForCausalLM,Original,float16,False,cc-by-nc-4.0,12.88,24.0,True,4295fae8ef44f19f38f5391dc0c7194db096c4b2,True,True
🟦,Neuronovo/neuronovo-9B-v0.4,73.42,72.44,88.33,65.24,71.07,80.66,62.77,RL-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,8.99,0.0,True,f4bfa8b298cbd0acc236117231d5b00de5f43240,False,False
🔶,cookinai/BruinHermes,73.42,70.14,87.07,65.22,65.6,81.29,71.19,fine-tuned,MistralForCausalLM,Original,float16,True,unknown,7.24,0.0,True,59db3aa4f37411d5c97a6182dcf5ecfe1757ee4a,True,False
🟦,argilla/distilabeled-Marcoro14-7B-slerp-full,73.4,70.65,87.55,65.33,64.21,82.0,70.66,RL-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,8a4b63ce6161a85d53a5ac9504a758e95ac052dd,False,False
🟦,CultriX/MistralTrix-v1,73.39,72.27,88.33,65.24,70.73,80.98,62.77,RL-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,8.99,93.0,True,e09045608b2d68a6412185817306f4bb0cf3530c,False,False
🔶,cloudyu/Mixtral_7Bx5_MoE_30B,73.39,69.97,86.82,64.42,65.97,80.98,72.18,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,29.79,0.0,False,323fba03ac21b03df8d04ab575741429cc509d7b,False,True
🟢,macadeliccc/SOLAR-math-2x10.7b,73.37,68.43,86.31,66.9,64.21,83.35,71.04,pretrained,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,19.19,0.0,True,10953f7a3d411b148dcbb4363b1508d0efc303a2,True,True
🔶,shadowml/Daredevil-7B,73.36,69.37,87.17,65.3,64.09,81.29,72.93,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,1.0,True,015a362ee09e6370ad5b1b70fad8a7ebfcdc9e74,False,False
🟦,ryandt/MusingCaterpillar,73.33,72.53,88.34,65.26,70.93,80.66,62.24,RL-tuned,MistralForCausalLM,Original,float16,False,mit,8.99,0.0,True,83c266f92d51adb87ed2c259f2c151f05fb10cc2,False,False
🟢,cloudyu/Mixtral_7Bx6_MoE_35B,73.32,70.14,86.77,64.74,65.79,81.06,71.42,pretrained,MixtralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,35.43,0.0,False,e1b7ae70975e235240f8a6b998eab635f37eb342,False,True
🔶,cloudyu/Mixtral_7Bx6_MoE_35B,73.31,69.97,86.82,64.91,65.77,81.14,71.27,fine-tuned,MixtralForCausalLM,Original,float16,False,cc-by-nc-4.0,35.43,0.0,False,e1b7ae70975e235240f8a6b998eab635f37eb342,False,True
🔶,ibndias/Nous-Hermes-2-MoE-2x34B,73.3,66.64,85.73,76.49,58.08,83.35,69.52,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,60.81,0.0,True,af9757f0420e27e2a332cc16cbe1eeefe99cb5f1,True,True
🔶,zyh3826/GML-Mistral-merged-v1,73.3,71.25,87.88,65.42,69.28,80.98,64.97,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,8.99,2.0,True,17a3d5eb5dc23b8a7c29d33cfcd07140a083aa1f,False,False
🟦,GreenNode/GreenNodeLM-7B-v2leo,73.29,69.8,88.02,65.0,67.83,82.0,67.1,RL-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,e5a0955eb36568aa850cd73debbe9815a9d1e60a,True,False
🟦,Neuronovo/neuronovo-7B-v0.3,73.29,72.7,88.26,65.1,71.35,80.9,61.41,RL-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,8.99,0.0,False,6f5c9f242610ade5940a6e04d367ef9398409b73,False,False
🔶,occultml/CatMarcoro14-7B-slerp,73.25,69.37,86.92,65.27,63.24,81.69,73.01,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,07d9e69a880d1c31c29c932f4fae6c36ceda01ea,False,False
🔶,Kquant03/Eukaryote-8x7B-bf16,73.23,69.45,87.29,65.15,63.17,82.4,71.95,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,46.7,0.0,True,5ccee182c62fcbadfe91f66b74590aea40b181e5,False,True
🔶,Sao10K/WinterGoddess-1.4x-70B-L2,73.23,72.78,90.11,71.12,65.76,85.0,54.59,fine-tuned,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,68.98,7.0,True,5197257333076dd80821a5055abae7d21a7dc844,True,False
⭕,SUSTech/SUS-Chat-34B,73.22,66.3,83.91,76.41,57.04,83.5,72.18,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,other,34.0,100.0,True,01f1a7861667c4869bb03251dfd10526bf846e9c,True,True
🔶,Sao10K/SOLAR-10.7B-NahIdWin,73.21,64.51,85.67,64.17,76.73,80.51,67.7,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.73,5.0,True,94bad5a6b469d84f556d6cc52c44fd88c07476f3,False,False
🔶,dillfrescott/trinity-medium,73.21,71.5,86.99,65.04,69.54,81.14,65.05,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,10.73,0.0,True,e0d20c61e1bcd8e305da40e20219edf7649d2952,True,False
🟦,argilla/notus-8x7b-experiment,73.18,70.99,87.73,71.33,65.79,81.61,61.64,RL-tuned,Unknown,Original,bfloat16,False,?,46.7,0.0,True,86c89d182babd29521a41a54528e5bf8331ed4cd,False,False
🟦,CultriX/MistralTrixTest,73.17,72.53,88.4,65.22,70.77,81.37,60.73,RL-tuned,?,Original,bfloat16,False,apache-2.0,8.99,0.0,False,4e6a6b8022ce4b3b71b332c3389067613bd7f850,False,False
🟢,macadeliccc/Orca-SOLAR-4x10.7b,73.17,68.52,86.78,67.03,64.54,83.9,68.23,pretrained,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,36.1,0.0,True,620ed061bad27da7c0e4d1342ec431986d01477f,False,False
🔶,brucethemoose/Yi-34B-200K-DARE-merge-v7,73.12,68.09,85.99,77.3,58.9,83.11,65.35,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,other,34.39,4.0,True,9a6bfe30e2ab9eab807787bb0f3b7e91241d1ce0,False,False
🟦,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,73.12,71.42,87.21,72.28,54.53,82.64,70.66,RL-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,70.0,True,6ba531f1aec62375bf94ad9c7bb064953c4e9868,True,True
🔶,samir-fama/SamirGPT-v1,73.11,69.54,87.04,65.3,63.37,81.69,71.72,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,8e8abca2d9703dff2d60de78b013360a9a3f4d5e,False,False
🔶,rombodawg/Open_Gpt4_8x7B,73.1,69.28,86.77,71.2,70.39,81.77,59.21,fine-tuned,MixtralForCausalLM,Original,float16,True,apache-2.0,46.7,0.0,False,fa90ffb7fb57cb609d9d47719b3731693d23b312,False,True
🔶,abacusai/Slerp-CM-mist-dpo,73.1,69.62,87.09,64.81,62.82,81.45,72.78,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,ea3b28f8b829e08dfd0c7310da78bd483ab29bbe,False,False
🔶,SanjiWatsuki/Lelantos-DPO-7B,73.09,71.08,87.22,64.0,67.77,80.03,68.46,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.24,0.0,True,a14226753e81928ca1aa97a5457bf8313e06ba6d,False,False
🟦,argilla/notux-8x7b-v1-epoch-2,73.05,70.65,87.8,71.43,65.97,82.08,60.35,RL-tuned,Unknown,Original,bfloat16,False,?,0.0,0.0,True,bd3924498c3ae041334be5018cd912b6537a633c,False,False
🔶,mlabonne/Marcoro14-7B-slerp,73.01,69.8,87.13,65.11,63.54,81.61,70.89,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,20.0,True,25f7e124456a5ad5c8c032088eb573d3e520d411,False,False
🔶,shadowml/Marcoro14-7B-ties,73.01,69.8,87.13,65.11,63.54,81.61,70.89,fine-tuned,Unknown,Original,bfloat16,False,?,7.24,0.0,True,060737a4e7e8619b8d7c1180a6cc5b1a7c1d87fa,False,False
🔶,argilla/notux-8x7b-v1,72.97,70.65,87.72,71.39,66.21,80.74,61.11,fine-tuned,MixtralForCausalLM,Original,float16,False,apache-2.0,46.7,146.0,True,1f8562051647d5537dc950315e74534b363a0812,False,True
🔶,AA051611/whattest,72.96,66.81,84.43,76.59,58.04,82.48,69.45,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,gpl,0.0,0.0,False,598102a9a810986c05b9aa216507be57d93de4fc,False,False
?,jan-ai/Pandora-10.7B-v1,72.93,71.08,87.06,64.95,70.67,81.37,62.47,,MistralForCausalLM,Original,bfloat16,True,apache-2.0,10.73,1.0,True,0e06af9adc32a44f307f96c387b4e803a1868291,True,False
🟦,bardsai/jaskier-7b-dpo,72.91,70.82,87.02,64.67,64.41,80.19,70.36,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,ddc14e22152cc16d6ba01cd6c4facc833e98e6b5,False,False
🔶,VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,72.89,70.48,87.75,71.37,65.71,81.22,60.8,fine-tuned,MixtralForCausalLM,Original,float16,False,apache-2.0,46.7,17.0,True,330eb185920d6a470b265a4b31217c60e810fb3e,True,True
🔶,EmbeddedLLM/Mistral-7B-Merge-14-v0.2,72.88,68.86,87.01,65.05,64.19,81.69,70.51,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.24,8.0,True,819c48aa6cf2b1f722a824027ceab8247e957e79,False,False
🔶,samir-fama/FernandoGPT-v1,72.87,69.45,86.94,65.19,61.18,81.14,73.31,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,a26fbae35874a6aafb02e39fd8a623022b9e2a95,False,False
🔶,cookinai/CM-14,72.82,69.37,86.97,65.37,61.9,81.06,72.25,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.24,0.0,True,7ab2f7eedca7ec6a6463ba4b2f822a06e47b4cd4,False,False
🔶,v1olet/v1olet_marcoroni-go-bruins-merge-7B,72.81,70.05,87.17,65.17,61.42,81.45,71.57,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.0,27.0,True,aca5d9df596ac1f9ddffbec3de282ecbe3b32d68,True,False
🔶,PSanni/MPOMixtral-8x7B-Instruct-v0.1,72.8,70.99,87.95,70.26,66.52,82.56,58.53,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,0.0,True,a4400d021e29279c8676d5c46cf76c4b36d748f6,False,False
🔶,SanjiWatsuki/Lelantos-7B,72.78,69.03,86.9,64.1,65.18,80.66,70.81,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,3.0,True,ec060c6a4f5e45370cf2e2d65ecb388b048b0fdb,False,False
🔶,cookinai/OpenCM-14,72.75,69.28,86.89,65.01,61.07,81.29,72.93,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.24,0.0,True,744228e768a6d117952ead1d981c410dd0d3ce4d,False,False
🔶,cookinai/CatMacaroni-Slerp,72.74,69.28,86.88,65.02,61.02,81.14,73.09,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,3.0,True,6045552b7283e50378fb5c3e31f75072c1bc91f8,False,False
🔶,damerajee/Oot-v2_lll,72.73,69.28,86.6,64.96,62.57,80.82,72.18,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,3d4a013ad5763822280ca13e804d52c432e4fc0f,False,False
🔶,VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,72.73,70.56,87.74,71.08,65.72,81.45,59.82,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,17.0,True,330eb185920d6a470b265a4b31217c60e810fb3e,True,True
🔶,mistralai/Mixtral-8x7B-Instruct-v0.1,72.7,70.14,87.55,71.4,64.98,81.06,61.11,fine-tuned,MixtralForCausalLM,Original,float16,False,apache-2.0,46.7,2132.0,True,125c431e2ff41a156b9f9076f744d2f35dd6e67a,True,True
🔶,cookinai/CatMacaroni14,72.68,69.11,86.92,65.07,61.58,81.06,72.33,fine-tuned,MistralForCausalLM,Original,bfloat16,True,apache-2.0,7.24,0.0,True,66f6d076cf5396d4cecc08696addf12567c55a85,False,False
🔶,senseable/garten2-7b,72.65,69.37,87.54,65.44,59.5,84.69,69.37,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,96e7c78544d7eca96e3ae60ff80c728f3109e8ba,False,False
⭕,mistralai/Mixtral-8x7B-Instruct-v0.1,72.62,70.22,87.63,71.16,64.58,81.37,60.73,instruction-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,2132.0,True,3de0408ae8b591d9ac516a2384925dd98ebc66f4,True,True
⭕,maywell/PiVoT-SUS-RP,72.57,66.55,84.23,76.23,54.57,83.35,70.51,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,34.39,1.0,True,1b3a5c98381f37a2ec97ce80d1d88d472a7d1802,False,False
🔶,brucethemoose/Yi-34B-200K-DARE-megamerge-v8,72.56,67.75,86.06,77.03,56.31,82.79,65.43,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,other,34.39,5.0,True,0823229057d02acb1c9dda173d6fb2ea3b46b0af,False,False
🔶,AIDC-ai-business/Marcoroni-7B-v3,72.53,69.45,86.78,65.0,60.4,81.45,72.1,fine-tuned,Unknown,Original,float16,False,?,7.0,0.0,True,6ec546141522aef9b42d1a014f1a539fcc485c45,False,False
🟦,bardsai/jaskier-7b-dpo-v2,72.53,69.28,86.8,64.92,61.64,80.74,71.8,RL-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,False,a0c0f4f9d4fbfe0a688d1d58b98b30f0ca6fc9bd,False,False
🔶,Toten5/Marcoroni-v3-neural-chat-v3-3-Slerp,72.51,68.77,86.55,64.51,62.7,80.74,71.8,fine-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,0223ffb3f70272009d0d76923f40cb31f3d2347e,False,False
🔶,rwitz2/pee,72.5,69.88,86.89,64.95,60.56,81.77,70.96,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,3.0,True,eb3b3b6b25c31a7805d672059e06d4eace586a28,True,False
🔶,Toten5/Marcoroni-neural-chat-7B-v2,72.5,68.6,86.33,64.65,61.84,80.43,73.16,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,6.0,True,15808c683e8e1125d54498a16a620b0e8520ed2b,False,False
🔶,jondurbin/bagel-dpo-8x7b-v0.2,72.49,72.1,86.41,70.27,72.83,83.27,50.04,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,14.0,True,61822ea65b8a4c56d2b5622e2adf69e430fac29a,False,False
🔶,ignos/Mistral-T5-7B-v1,72.47,68.6,86.3,64.62,61.86,80.27,73.16,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.0,4.0,True,e91dcc46d28fc0aa5553fb73c4eac5e28abfd3ec,True,False
🔶,perlthoughts/Marcoroni-8x7B-v3-MoE,72.45,69.37,86.78,65.01,60.4,81.45,71.72,fine-tuned,MixtralForCausalLM,Original,float16,False,apache-2.0,46.7,0.0,False,901a733d1c01035bcbe69afd25dd9b4f982cb216,True,True
🔶,Brillibits/Instruct_Mixtral-8x7B-v0.1_Dolly15K,72.44,69.28,87.59,70.96,64.83,82.56,59.44,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,46.7,0.0,True,e593de223b662cfda40aa96163c6a42d6b32de5e,False,False
🔶,liminerity/Blur-7B-slerp-v0.1,72.4,68.77,86.58,65.18,60.64,81.14,72.1,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,1.0,True,03d64dadac0ac71cc5d62e325103cb9b9f279d43,False,False
🔶,SanjiWatsuki/Kunoichi-DPO-v2-7B,72.4,69.37,87.42,64.83,66.0,80.74,66.03,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.24,3.0,True,d7d33a1517c57b596162a71a48bc29c87d29d9aa,False,False
🔶,EmbeddedLLM/Mistral-7B-Merge-14-v0.1,72.39,69.11,86.7,65.34,63.43,80.19,69.6,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.24,12.0,True,3ddae31382dd3f7e654c1fc0e9b37f2e7f4ede92,False,False
🔶,cognitivecomputations/laserxtral,72.34,69.03,86.76,64.68,63.8,80.03,69.75,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,cc-by-nc-2.0,24.15,50.0,True,91e0a33fd2cb0a77401831e96536b91c5b7817e4,True,True
🔶,mindy-labs/mindy-7b,72.34,69.11,86.57,64.69,60.89,81.06,71.72,fine-tuned,Unknown,Original,bfloat16,False,?,7.24,0.0,True,ce0d461a6de81d5b8ec4d338fb0c6e7991d0b1ff,False,False
🔶,janhq/supermario-v2,72.34,68.52,86.51,64.88,60.58,81.37,72.18,fine-tuned,Unknown,Original,bfloat16,False,?,7.24,0.0,True,d66c7d87fc3670c9292177e4cfc59e8a9d71322d,False,False
🔶,Kquant03/FrankenDPO-4x7B-bf16,72.34,68.69,86.07,64.93,63.14,83.5,67.7,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,apache-2.0,24.15,1.0,True,547eac8651e32eb9a59019696faf19c372b25016,False,True
🔶,OpenBuddy/openbuddy-deepseek-67b-v15.2,72.33,68.6,86.37,71.5,56.2,84.45,66.87,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,other,67.42,11.0,True,c3caef28f8402d52d6a646a7e1e00a971db1c507,False,False
🔶,mlabonne/Beyonder-4x7B-v2,72.33,68.77,86.8,65.1,60.68,80.9,71.72,fine-tuned,MixtralForCausalLM,Original,bfloat16,True,other,24.15,96.0,True,f44d94a8a0ccfa98e5173da9d88a5ed09efad30e,False,True
🔶,janhq/supermario-slerp,72.32,68.94,86.58,64.93,60.11,81.29,72.1,fine-tuned,Unknown,Original,bfloat16,False,?,7.24,0.0,True,83bcf51c709bcb4fcb3c8f0f91de22f458a07ee4,False,False
🔶,rishiraj/CatPPT,72.32,68.09,86.69,65.16,61.55,81.61,70.81,fine-tuned,?,Original,bfloat16,True,apache-2.0,7.24,11.0,True,65d316ec5f213b7d9abbe2116372e0e90b579319,False,False
🔶,jan-ai/Solar-10.7B-SLERP,72.31,70.73,87.87,65.77,65.72,82.48,61.26,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,apache-2.0,10.73,2.0,True,786e6492919d0d1eb07b5988f67e0ee61aa05c21,True,False
⭕,mncai/yi-34B-v3,72.26,67.06,85.11,75.8,57.54,83.5,64.52,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,34.39,4.0,True,f7605af56f29b42e72f9c2cbbd4ad8e443a8dae0,False,False
🔶,Sao10K/Fimbulvetr-10.7B-v1,72.25,68.94,87.27,66.59,60.54,83.5,66.64,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,10.73,6.0,True,bff7146aafe1a5b84631bd279112c8c5b95d2802,False,False
🟢,rishiraj/CatPPT-base,72.25,67.92,86.64,65.26,61.72,81.29,70.66,pretrained,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,16.0,True,7b041695f3ac19052f8c8be1918822bba8f73f74,False,False
🔶,SanjiWatsuki/Kunoichi-DPO-7B,72.24,69.62,87.14,64.79,67.31,80.58,63.99,fine-tuned,MistralForCausalLM,Original,bfloat16,False,cc-by-nc-4.0,7.24,1.0,True,4e21eea3c32d00b2fcfc5bcfd16d8dc9d0d8874d,True,True
🔶,viethq188/LeoScorpius-7B,72.21,69.28,87.01,65.04,63.95,81.53,66.41,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,3.0,True,02e11fa83d18975f95c5d5047d0439897308c73b,True,False
🟦,rwitz2/grindin,72.18,69.88,87.02,64.98,59.34,80.9,70.96,RL-tuned,Unknown,Adapter,bfloat16,False,?,0.0,0.0,True,9bdce071e0f87fe047cd2446be42edf91175c3be,False,False
⭕,brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,72.15,67.41,85.77,77.44,57.84,83.11,61.33,instruction-tuned,LlamaForCausalLM,Original,bfloat16,True,other,34.39,8.0,True,17fe477d833b16aab50bef843bc8bf196a2710ac,False,False
🔶,SanjiWatsuki/Kunoichi-7B,72.13,68.69,87.1,64.9,64.04,81.06,67.02,fine-tuned,MistralForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,7.24,25.0,True,cb731f23e65b8638143d88055e1db57b84fdd546,True,True
⭕,mncai/yi-34B-v2,72.12,66.13,85.0,75.64,57.34,83.66,64.97,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,34.39,3.0,True,bf7696c10077e73d06752c564ea35cc7e5e336ca,False,False
🔶,CausalLM/72B-preview,72.12,65.19,83.23,77.14,52.58,82.48,72.1,fine-tuned,Unknown,Original,bfloat16,False,?,72.0,0.0,True,508ee8ddfd8b823fcd4b0366a72c7981c8b447d8,False,False
🔶,mindy-labs/mindy-7b-v2,72.11,68.69,86.59,65.18,60.16,81.06,70.96,fine-tuned,MistralForCausalLM,Original,float16,True,apache-2.0,7.24,5.0,True,b859eae30d69b065060e268b4e918601dabcc36c,False,False
